transaction_id,amount_at_risk,failure_reason,recommended_action,priority,recovery_status,recovered_amount
TXN10528,6375.82,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10529,37983.86,NETWORK_ERROR,RETRY,HIGH,RECOVERED,37983.86
TXN10530,29126.36,NETWORK_ERROR,RETRY,HIGH,RECOVERED,29126.36
TXN10531,42330.73,NETWORK_ERROR,RETRY,HIGH,RECOVERED,42330.73
TXN10532,1272.64,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,1272.64
TXN10533,1254.72,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,1254.72
TXN10534,26494.66,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10535,344.05,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10536,2891.79,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,2891.79
TXN10537,1161.21,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10538,20282.51,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10539,43175.41,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10540,43938.87,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10541,5567.2,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10542,7994.21,NETWORK_ERROR,RETRY,HIGH,RECOVERED,7994.21
TXN10543,9656.12,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10544,6087.25,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10545,7824.2,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10546,14326.2,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10547,1731.53,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10548,451.98,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10549,17714.82,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10550,1157.45,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10551,417.55,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10552,801.0,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,801.0
TXN10553,45736.19,NETWORK_ERROR,RETRY,HIGH,RECOVERED,45736.19
TXN10554,804.38,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,804.38
TXN10555,522.28,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10556,8622.98,NETWORK_ERROR,RETRY,HIGH,RECOVERED,8622.98
TXN10557,5502.76,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10558,4801.24,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10559,6805.74,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10560,9396.21,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,9396.21
TXN10561,6473.19,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10562,4766.53,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,4766.53
TXN10563,18071.8,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10564,1052.48,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,1052.48
TXN10565,49432.15,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,49432.15
TXN10566,35382.26,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10567,853.13,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10568,25488.93,UNKNOWN,REMINDER,LOW,RECOVERED,25488.93
TXN10569,877.96,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10570,5913.33,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10571,25999.32,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10572,21292.55,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10573,758.29,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10574,44518.38,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10575,1686.64,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10576,431.33,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10577,1977.62,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10578,1495.82,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,1495.82
TXN10579,970.03,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10580,9098.51,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10581,28889.94,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10582,905.08,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10583,1938.81,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,1938.81
TXN10584,489.61,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10585,1167.8,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10586,1177.82,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10587,1811.31,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10588,4086.53,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,4086.53
TXN10589,28004.39,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10590,638.19,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10591,1145.97,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,1145.97
TXN10592,10271.86,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10593,13543.13,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,13543.13
TXN10594,26695.66,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10595,4031.62,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10596,44649.08,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10597,8221.05,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10598,23175.17,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10599,1836.54,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10600,23351.06,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10601,5593.7,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10602,38304.82,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10603,268.76,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10604,4340.95,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,4340.95
TXN10605,28690.44,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10606,999.71,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10607,35564.31,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10608,18920.39,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10609,36007.49,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10610,314.63,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10611,1144.57,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,1144.57
TXN10612,23722.07,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10613,5673.97,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10614,23356.1,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10615,6215.87,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10616,6701.8,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,6701.8
TXN10617,11064.33,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10618,4270.1,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10619,8501.99,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10620,1094.01,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10621,1481.0,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10622,45803.06,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,45803.06
TXN10623,24181.93,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10624,9254.98,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10625,4685.12,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,4685.12
TXN10626,2694.18,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10627,1330.72,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10628,529.16,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10629,1604.26,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10630,1892.35,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10631,1496.9,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10632,9837.45,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,9837.45
TXN10633,3691.24,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10634,9713.86,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10635,365.55,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10636,2962.9,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10637,4886.09,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10638,1745.08,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10639,2748.38,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10640,1786.56,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10641,5481.91,NETWORK_ERROR,RETRY,HIGH,RECOVERED,5481.91
TXN10642,618.43,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10643,6329.36,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10644,6526.25,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10645,3966.3,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10646,1020.72,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10647,15009.2,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10648,35921.21,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10649,10986.8,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10650,3874.37,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10651,462.89,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,462.89
TXN10652,43767.44,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10653,3724.66,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10654,288.75,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10655,1461.45,UNKNOWN,REMINDER,LOW,RECOVERED,1461.45
TXN10656,3004.53,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10657,481.97,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10658,8027.05,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10659,40582.73,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10660,619.64,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10661,719.45,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10662,9601.28,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,9601.28
TXN10663,1696.49,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10664,40926.71,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10665,32068.49,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10666,1022.98,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10667,7935.22,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10668,3427.98,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10669,38095.95,NETWORK_ERROR,RETRY,HIGH,RECOVERED,38095.95
TXN10670,8417.39,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10671,10721.16,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10672,41326.4,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10673,38991.48,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10674,477.61,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,477.61
TXN10675,454.93,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10676,554.84,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10677,2740.04,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,2740.04
TXN10678,12900.89,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,12900.89
TXN10679,4697.36,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10680,1135.35,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10681,417.47,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10682,36028.98,UNKNOWN,REMINDER,LOW,RECOVERED,36028.98
TXN10683,1099.52,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,1099.52
TXN10684,31995.08,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10685,9797.11,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10686,7314.73,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10687,32506.22,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10688,15711.43,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10689,7616.55,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10690,24693.62,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10691,698.54,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10692,337.1,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,337.1
TXN10693,6304.22,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10694,42980.68,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10695,2300.19,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,2300.19
TXN10696,31663.88,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10697,7311.43,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10698,19866.26,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10699,5308.91,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10700,1787.39,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10701,18208.8,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10702,49534.82,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,49534.82
TXN10703,8274.46,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10704,9634.43,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10705,29368.53,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10706,34617.16,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10707,47361.32,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10708,6136.54,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,6136.54
TXN10709,20740.2,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10710,45652.56,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,45652.56
TXN10711,216.94,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10712,1637.35,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10713,1625.57,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,1625.57
TXN10714,10363.93,NETWORK_ERROR,RETRY,HIGH,RECOVERED,10363.93
TXN10715,1321.14,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10716,458.99,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,458.99
TXN10717,708.79,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10718,26809.98,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10719,25049.18,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10720,5765.14,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10721,901.59,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10722,5797.29,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10723,301.77,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10724,8235.08,NETWORK_ERROR,RETRY,HIGH,RECOVERED,8235.08
TXN10725,1671.02,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10726,41765.38,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10727,27237.65,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10728,15399.14,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,15399.14
TXN10729,4655.67,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10730,1694.14,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,1694.14
TXN10731,4474.64,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10732,5321.68,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10733,2031.31,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10734,5985.09,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,5985.09
TXN10735,614.32,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10736,10164.25,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10737,16843.44,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10738,980.0,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10739,32892.61,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10740,1949.54,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10741,972.7,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,972.7
TXN10742,26001.19,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,26001.19
TXN10743,37534.3,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10744,31416.53,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,31416.53
TXN10745,378.57,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,378.57
TXN10746,8400.42,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10747,44117.77,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10748,1313.42,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,1313.42
TXN10749,4478.62,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10750,4615.73,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,4615.73
TXN10751,18025.28,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,18025.28
TXN10752,23608.92,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,23608.92
TXN10753,2600.91,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10754,5684.2,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,5684.2
TXN10755,1641.77,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10756,1642.45,UNKNOWN,REMINDER,LOW,RECOVERED,1642.45
TXN10757,6249.08,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10758,270.2,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,270.2
TXN10759,295.23,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10760,4322.66,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10761,2056.77,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10762,35684.41,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10763,2604.97,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10764,1587.24,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,1587.24
TXN10765,1046.27,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,1046.27
TXN10766,1469.37,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10767,1159.4,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,1159.4
TXN10768,13141.45,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,13141.45
TXN10769,5946.24,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10770,5633.26,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10771,47310.85,NETWORK_ERROR,RETRY,HIGH,RECOVERED,47310.85
TXN10772,5869.89,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,5869.89
TXN10773,41140.64,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10774,34926.9,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10775,8120.09,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10776,353.43,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10777,9740.95,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10778,9051.01,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10779,758.87,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10780,2563.61,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,2563.61
TXN10781,17897.95,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10782,6991.05,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10783,33372.79,NETWORK_ERROR,RETRY,HIGH,RECOVERED,33372.79
TXN10784,27540.32,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10785,4769.78,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10786,3077.84,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10787,1845.15,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10788,9577.51,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10789,5064.93,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,5064.93
TXN10790,10453.3,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10791,6370.58,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
