transaction_id,customer_id,amount,failure_reason,attempts,customer_type,recovery_score,recovery_risk,priority_score,priority,recommended_action
TXN10424,CUST1170,7037.94,NETWORK_ERROR,1,RETURNING,80,HIGH,60,MEDIUM,RETRY
TXN10425,CUST1095,7263.78,UNKNOWN,4,NEW,10,LOW,30,LOW,STOP_AND_ESCALATE
TXN10426,CUST1296,18608.18,TEMPORARY_BANK_ERROR,1,RETURNING,85,HIGH,70,HIGH,RETRY
TXN10427,CUST1002,42817.07,INSUFFICIENT_FUNDS,3,LOYAL,40,MEDIUM,80,HIGH,STOP_AND_ESCALATE
TXN10428,CUST1068,3528.87,TEMPORARY_BANK_ERROR,2,NEW,70,HIGH,50,MEDIUM,RETRY
TXN10429,CUST1093,6371.12,NETWORK_ERROR,2,NEW,50,MEDIUM,40,MEDIUM,RETRY
TXN10430,CUST1208,2132.72,TEMPORARY_BANK_ERROR,1,NEW,70,HIGH,40,MEDIUM,RETRY
TXN10431,CUST1186,8946.41,INSUFFICIENT_FUNDS,3,LOYAL,55,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10432,CUST1129,41494.88,AUTHENTICATION_FAILURE,1,NEW,50,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT
TXN10433,CUST1253,32642.87,AUTHENTICATION_FAILURE,4,NEW,5,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10434,CUST1075,493.01,TEMPORARY_BANK_ERROR,4,NEW,40,MEDIUM,30,LOW,STOP_AND_ESCALATE
TXN10435,CUST1274,23279.93,INSUFFICIENT_FUNDS,3,NEW,10,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10436,CUST1271,21855.68,INSUFFICIENT_FUNDS,4,NEW,30,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10437,CUST1179,33393.55,TEMPORARY_BANK_ERROR,2,RETURNING,70,HIGH,75,HIGH,RETRY
TXN10438,CUST1049,19199.75,NETWORK_ERROR,1,RETURNING,90,HIGH,70,HIGH,RETRY
TXN10439,CUST1094,913.59,UNKNOWN,1,NEW,40,MEDIUM,25,LOW,REMINDER
TXN10440,CUST1186,41752.72,NETWORK_ERROR,3,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10441,CUST1128,939.14,TEMPORARY_BANK_ERROR,1,RETURNING,70,HIGH,40,MEDIUM,RETRY
TXN10442,CUST1180,34127.69,CARD_EXPIRED,4,LOYAL,55,MEDIUM,95,HIGH,STOP_AND_ESCALATE
TXN10443,CUST1282,44622.5,NETWORK_ERROR,1,NEW,80,HIGH,80,HIGH,RETRY
TXN10444,CUST1297,6824.6,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10445,CUST1282,7002.02,TEMPORARY_BANK_ERROR,2,RETURNING,65,MEDIUM,50,MEDIUM,RETRY
TXN10446,CUST1225,4730.21,INSUFFICIENT_FUNDS,1,RETURNING,45,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10447,CUST1193,41098.22,AUTHENTICATION_FAILURE,2,RETURNING,45,MEDIUM,70,HIGH,CUSTOMER_PROMPT
TXN10448,CUST1161,289.75,TEMPORARY_BANK_ERROR,2,NEW,65,MEDIUM,30,LOW,RETRY
TXN10449,CUST1095,1850.08,NETWORK_ERROR,1,RETURNING,85,HIGH,50,MEDIUM,RETRY
TXN10450,CUST1103,47836.99,INSUFFICIENT_FUNDS,3,RETURNING,40,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10451,CUST1168,428.99,TEMPORARY_BANK_ERROR,2,RETURNING,65,MEDIUM,35,LOW,RETRY
TXN10452,CUST1244,22730.48,INSUFFICIENT_FUNDS,2,RETURNING,50,MEDIUM,60,MEDIUM,PAYMENT_LINK
TXN10453,CUST1094,4852.41,UNKNOWN,3,NEW,25,LOW,30,LOW,STOP_AND_ESCALATE
TXN10454,CUST1053,882.96,INSUFFICIENT_FUNDS,3,RETURNING,15,LOW,25,LOW,STOP_AND_ESCALATE
TXN10455,CUST1193,44944.74,CARD_EXPIRED,2,LOYAL,75,HIGH,90,HIGH,CUSTOMER_PROMPT
TXN10456,CUST1108,22609.58,TEMPORARY_BANK_ERROR,3,RETURNING,45,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10457,CUST1051,27037.51,NETWORK_ERROR,1,RETURNING,75,HIGH,75,HIGH,RETRY
TXN10458,CUST1019,8371.27,AUTHENTICATION_FAILURE,3,RETURNING,10,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10459,CUST1097,49018.92,TEMPORARY_BANK_ERROR,2,RETURNING,70,HIGH,75,HIGH,RETRY
TXN10460,CUST1262,7513.79,CARD_EXPIRED,4,RETURNING,30,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10461,CUST1087,5728.99,INSUFFICIENT_FUNDS,1,RETURNING,65,MEDIUM,55,MEDIUM,PAYMENT_LINK
TXN10462,CUST1121,9800.46,AUTHENTICATION_FAILURE,4,RETURNING,35,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10463,CUST1163,20035.16,UNKNOWN,2,RETURNING,50,MEDIUM,60,MEDIUM,REMINDER
TXN10464,CUST1216,29972.12,UNKNOWN,1,RETURNING,60,MEDIUM,70,HIGH,REMINDER
TXN10465,CUST1209,5097.81,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,50,MEDIUM,PAYMENT_LINK
TXN10466,CUST1003,554.75,INSUFFICIENT_FUNDS,1,NEW,35,LOW,20,LOW,PAYMENT_LINK
TXN10467,CUST1291,1520.86,CARD_EXPIRED,3,NEW,15,LOW,25,LOW,STOP_AND_ESCALATE
TXN10468,CUST1259,2634.16,TEMPORARY_BANK_ERROR,3,NEW,25,LOW,25,LOW,STOP_AND_ESCALATE
TXN10469,CUST1221,22764.94,TEMPORARY_BANK_ERROR,3,RETURNING,65,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10470,CUST1043,846.63,UNKNOWN,2,NEW,35,LOW,20,LOW,REMINDER
TXN10471,CUST1154,30651.33,AUTHENTICATION_FAILURE,1,LOYAL,65,MEDIUM,80,HIGH,CUSTOMER_PROMPT
TXN10472,CUST1171,814.33,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10473,CUST1209,6795.09,CARD_EXPIRED,3,NEW,0,LOW,30,LOW,STOP_AND_ESCALATE
TXN10474,CUST1250,6027.87,INSUFFICIENT_FUNDS,3,LOYAL,35,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10475,CUST1041,34203.58,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,80,HIGH,RETRY
TXN10476,CUST1028,8697.06,TEMPORARY_BANK_ERROR,3,NEW,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10477,CUST1178,895.07,INSUFFICIENT_FUNDS,3,LOYAL,35,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10478,CUST1014,310.67,AUTHENTICATION_FAILURE,1,LOYAL,75,HIGH,55,MEDIUM,CUSTOMER_PROMPT
TXN10479,CUST1011,1599.06,INSUFFICIENT_FUNDS,4,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE
TXN10480,CUST1024,8371.08,TEMPORARY_BANK_ERROR,2,NEW,50,MEDIUM,40,MEDIUM,RETRY
TXN10481,CUST1110,5056.73,NETWORK_ERROR,3,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10482,CUST1093,7223.13,UNKNOWN,4,LOYAL,55,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10483,CUST1075,3355.86,AUTHENTICATION_FAILURE,1,RETURNING,60,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10484,CUST1215,23997.51,TEMPORARY_BANK_ERROR,2,LOYAL,85,HIGH,75,HIGH,RETRY
TXN10485,CUST1186,49128.83,INSUFFICIENT_FUNDS,3,NEW,10,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10486,CUST1293,6174.55,CARD_EXPIRED,3,NEW,20,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10487,CUST1281,49861.05,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10488,CUST1145,18332.62,AUTHENTICATION_FAILURE,3,RETURNING,20,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10489,CUST1169,28869.59,TEMPORARY_BANK_ERROR,3,RETURNING,45,MEDIUM,70,HIGH,STOP_AND_ESCALATE
TXN10490,CUST1076,37973.58,INSUFFICIENT_FUNDS,1,RETURNING,55,MEDIUM,70,HIGH,PAYMENT_LINK
TXN10491,CUST1248,991.97,INSUFFICIENT_FUNDS,2,RETURNING,40,MEDIUM,35,LOW,PAYMENT_LINK
TXN10492,CUST1240,2730.38,AUTHENTICATION_FAILURE,4,LOYAL,50,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10493,CUST1225,849.96,AUTHENTICATION_FAILURE,2,NEW,25,LOW,20,LOW,MANUAL_REVIEW
TXN10494,CUST1033,8466.35,INSUFFICIENT_FUNDS,1,LOYAL,80,HIGH,80,HIGH,PAYMENT_LINK
TXN10495,CUST1243,6751.8,TEMPORARY_BANK_ERROR,3,RETURNING,40,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10496,CUST1208,24415.02,CARD_EXPIRED,1,NEW,35,LOW,45,MEDIUM,CUSTOMER_PROMPT
TXN10497,CUST1108,45446.85,NETWORK_ERROR,2,RETURNING,70,HIGH,75,HIGH,RETRY
TXN10498,CUST1297,45190.1,TEMPORARY_BANK_ERROR,3,NEW,50,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10499,CUST1278,5999.97,NETWORK_ERROR,2,LOYAL,95,HIGH,70,HIGH,RETRY
TXN10500,CUST1275,1315.67,CARD_EXPIRED,3,RETURNING,10,LOW,30,LOW,STOP_AND_ESCALATE
TXN10501,CUST1081,907.4,TEMPORARY_BANK_ERROR,2,RETURNING,85,HIGH,55,MEDIUM,RETRY
TXN10502,CUST1014,4505.82,AUTHENTICATION_FAILURE,2,RETURNING,50,MEDIUM,45,MEDIUM,CUSTOMER_PROMPT
TXN10503,CUST1110,1551.3,INSUFFICIENT_FUNDS,3,RETURNING,40,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10504,CUST1005,13296.24,CARD_EXPIRED,3,LOYAL,35,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10505,CUST1283,1441.58,NETWORK_ERROR,2,NEW,50,MEDIUM,30,LOW,RETRY
TXN10506,CUST1275,8890.48,NETWORK_ERROR,2,NEW,50,MEDIUM,40,MEDIUM,RETRY
TXN10507,CUST1245,719.99,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,45,MEDIUM,RETRY
TXN10508,CUST1177,8876.58,TEMPORARY_BANK_ERROR,3,NEW,25,LOW,35,LOW,STOP_AND_ESCALATE
TXN10509,CUST1098,922.23,UNKNOWN,3,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10510,CUST1078,37880.97,AUTHENTICATION_FAILURE,2,NEW,30,LOW,55,MEDIUM,CUSTOMER_PROMPT
TXN10511,CUST1188,35255.04,CARD_EXPIRED,2,NEW,45,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT
TXN10512,CUST1191,449.66,INSUFFICIENT_FUNDS,1,NEW,35,LOW,20,LOW,PAYMENT_LINK
TXN10513,CUST1084,3106.83,NETWORK_ERROR,4,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10514,CUST1131,8540.17,TEMPORARY_BANK_ERROR,4,RETURNING,35,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10515,CUST1200,33842.0,UNKNOWN,4,LOYAL,65,MEDIUM,95,HIGH,STOP_AND_ESCALATE
TXN10516,CUST1096,3756.86,CARD_EXPIRED,1,LOYAL,75,HIGH,60,MEDIUM,CUSTOMER_PROMPT
TXN10517,CUST1227,1502.25,NETWORK_ERROR,1,RETURNING,65,MEDIUM,40,MEDIUM,RETRY
TXN10518,CUST1228,2864.12,INSUFFICIENT_FUNDS,2,NEW,45,MEDIUM,35,LOW,PAYMENT_LINK
TXN10519,CUST1070,8519.76,TEMPORARY_BANK_ERROR,2,LOYAL,80,HIGH,65,MEDIUM,RETRY
TXN10520,CUST1008,9894.18,UNKNOWN,4,RETURNING,45,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10521,CUST1023,19390.18,TEMPORARY_BANK_ERROR,1,NEW,75,HIGH,60,MEDIUM,RETRY
TXN10522,CUST1125,1166.65,INSUFFICIENT_FUNDS,1,RETURNING,60,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10523,CUST1206,14272.03,INSUFFICIENT_FUNDS,1,RETURNING,65,MEDIUM,65,MEDIUM,PAYMENT_LINK
TXN10524,CUST1197,35396.27,UNKNOWN,1,RETURNING,75,HIGH,90,HIGH,REMINDER
TXN10525,CUST1064,339.14,CARD_EXPIRED,4,NEW,0,LOW,15,LOW,STOP_AND_ESCALATE
TXN10526,CUST1205,10575.25,AUTHENTICATION_FAILURE,4,LOYAL,35,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10527,CUST1128,3278.88,AUTHENTICATION_FAILURE,2,NEW,40,MEDIUM,35,LOW,CUSTOMER_PROMPT
TXN10528,CUST1043,6375.82,TEMPORARY_BANK_ERROR,2,NEW,50,MEDIUM,40,MEDIUM,RETRY
TXN10529,CUST1086,37983.86,NETWORK_ERROR,2,RETURNING,80,HIGH,80,HIGH,RETRY
TXN10530,CUST1070,29126.36,NETWORK_ERROR,1,RETURNING,75,HIGH,75,HIGH,RETRY
TXN10531,CUST1089,42330.73,NETWORK_ERROR,2,LOYAL,100,HIGH,90,HIGH,RETRY
TXN10532,CUST1055,1272.64,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,60,MEDIUM,RETRY
TXN10533,CUST1198,1254.72,CARD_EXPIRED,2,NEW,25,LOW,25,LOW,MANUAL_REVIEW
TXN10534,CUST1040,26494.66,TEMPORARY_BANK_ERROR,1,RETURNING,70,HIGH,75,HIGH,RETRY
TXN10535,CUST1136,344.05,TEMPORARY_BANK_ERROR,1,NEW,55,MEDIUM,25,LOW,RETRY
TXN10536,CUST1073,2891.79,TEMPORARY_BANK_ERROR,2,NEW,65,MEDIUM,35,LOW,RETRY
TXN10537,CUST1046,1161.21,INSUFFICIENT_FUNDS,1,RETURNING,45,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10538,CUST1153,20282.51,NETWORK_ERROR,4,NEW,30,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10539,CUST1183,43175.41,AUTHENTICATION_FAILURE,4,RETURNING,35,LOW,80,HIGH,STOP_AND_ESCALATE
TXN10540,CUST1188,43938.87,UNKNOWN,3,LOYAL,45,MEDIUM,80,HIGH,STOP_AND_ESCALATE
TXN10541,CUST1147,5567.2,AUTHENTICATION_FAILURE,3,RETURNING,10,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10542,CUST1067,7994.21,NETWORK_ERROR,1,RETURNING,80,HIGH,60,MEDIUM,RETRY
TXN10543,CUST1097,9656.12,AUTHENTICATION_FAILURE,1,RETURNING,40,MEDIUM,50,MEDIUM,CUSTOMER_PROMPT
TXN10544,CUST1129,6087.25,TEMPORARY_BANK_ERROR,3,NEW,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10545,CUST1133,7824.2,AUTHENTICATION_FAILURE,2,LOYAL,55,MEDIUM,60,MEDIUM,CUSTOMER_PROMPT
TXN10546,CUST1154,14326.2,INSUFFICIENT_FUNDS,3,RETURNING,45,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10547,CUST1270,1731.53,TEMPORARY_BANK_ERROR,3,NEW,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10548,CUST1013,451.98,CARD_EXPIRED,4,LOYAL,30,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10549,CUST1222,17714.82,CARD_EXPIRED,1,RETURNING,65,MEDIUM,75,HIGH,CUSTOMER_PROMPT
TXN10550,CUST1129,1157.45,AUTHENTICATION_FAILURE,4,RETURNING,35,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10551,CUST1249,417.55,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10552,CUST1148,801.0,NETWORK_ERROR,2,RETURNING,85,HIGH,55,MEDIUM,RETRY
TXN10553,CUST1085,45736.19,NETWORK_ERROR,2,RETURNING,80,HIGH,80,HIGH,RETRY
TXN10554,CUST1247,804.38,AUTHENTICATION_FAILURE,2,RETURNING,55,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10555,CUST1282,522.28,NETWORK_ERROR,4,RETURNING,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10556,CUST1286,8622.98,NETWORK_ERROR,1,RETURNING,80,HIGH,60,MEDIUM,RETRY
TXN10557,CUST1245,5502.76,TEMPORARY_BANK_ERROR,3,NEW,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10558,CUST1217,4801.24,INSUFFICIENT_FUNDS,1,RETURNING,45,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10559,CUST1207,6805.74,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,55,MEDIUM,PAYMENT_LINK
TXN10560,CUST1258,9396.21,TEMPORARY_BANK_ERROR,2,LOYAL,80,HIGH,65,MEDIUM,RETRY
TXN10561,CUST1281,6473.19,INSUFFICIENT_FUNDS,2,NEW,30,LOW,35,LOW,PAYMENT_LINK
TXN10562,CUST1168,4766.53,TEMPORARY_BANK_ERROR,1,RETURNING,85,HIGH,50,MEDIUM,RETRY
TXN10563,CUST1197,18071.8,NETWORK_ERROR,3,RETURNING,45,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10564,CUST1150,1052.48,INSUFFICIENT_FUNDS,1,LOYAL,85,HIGH,70,HIGH,PAYMENT_LINK
TXN10565,CUST1219,49432.15,TEMPORARY_BANK_ERROR,2,NEW,70,HIGH,70,HIGH,RETRY
TXN10566,CUST1057,35382.26,TEMPORARY_BANK_ERROR,3,NEW,30,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10567,CUST1142,853.13,NETWORK_ERROR,4,NEW,45,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10568,CUST1214,25488.93,UNKNOWN,2,NEW,55,MEDIUM,65,MEDIUM,REMINDER
TXN10569,CUST1104,877.96,UNKNOWN,3,LOYAL,40,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10570,CUST1000,5913.33,UNKNOWN,4,RETURNING,35,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10571,CUST1293,25999.32,CARD_EXPIRED,3,LOYAL,35,LOW,75,HIGH,STOP_AND_ESCALATE
TXN10572,CUST1167,21292.55,NETWORK_ERROR,3,RETURNING,40,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10573,CUST1194,758.29,AUTHENTICATION_FAILURE,1,RETURNING,45,MEDIUM,35,LOW,CUSTOMER_PROMPT
TXN10574,CUST1185,44518.38,AUTHENTICATION_FAILURE,4,RETURNING,35,LOW,70,HIGH,STOP_AND_ESCALATE
TXN10575,CUST1205,1686.64,INSUFFICIENT_FUNDS,1,RETURNING,65,MEDIUM,55,MEDIUM,PAYMENT_LINK
TXN10576,CUST1054,431.33,TEMPORARY_BANK_ERROR,4,NEW,25,LOW,20,LOW,STOP_AND_ESCALATE
TXN10577,CUST1192,1977.62,NETWORK_ERROR,4,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10578,CUST1295,1495.82,NETWORK_ERROR,1,NEW,55,MEDIUM,30,LOW,RETRY
TXN10579,CUST1107,970.03,AUTHENTICATION_FAILURE,3,NEW,20,LOW,35,LOW,STOP_AND_ESCALATE
TXN10580,CUST1181,9098.51,UNKNOWN,4,RETURNING,25,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10581,CUST1276,28889.94,CARD_EXPIRED,1,RETURNING,70,HIGH,90,HIGH,CUSTOMER_PROMPT
TXN10582,CUST1183,905.08,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10583,CUST1117,1938.81,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,60,MEDIUM,RETRY
TXN10584,CUST1245,489.61,INSUFFICIENT_FUNDS,4,NEW,25,LOW,35,LOW,STOP_AND_ESCALATE
TXN10585,CUST1195,1167.8,CARD_EXPIRED,4,NEW,15,LOW,25,LOW,STOP_AND_ESCALATE
TXN10586,CUST1208,1177.82,INSUFFICIENT_FUNDS,4,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE
TXN10587,CUST1108,1811.31,INSUFFICIENT_FUNDS,4,RETURNING,30,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10588,CUST1166,4086.53,INSUFFICIENT_FUNDS,2,NEW,30,LOW,25,LOW,PAYMENT_LINK
TXN10589,CUST1200,28004.39,INSUFFICIENT_FUNDS,4,RETURNING,40,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10590,CUST1193,638.19,CARD_EXPIRED,4,RETURNING,15,LOW,25,LOW,STOP_AND_ESCALATE
TXN10591,CUST1139,1145.97,INSUFFICIENT_FUNDS,1,NEW,50,MEDIUM,35,LOW,PAYMENT_LINK
TXN10592,CUST1296,10271.86,AUTHENTICATION_FAILURE,4,RETURNING,15,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10593,CUST1043,13543.13,AUTHENTICATION_FAILURE,2,NEW,50,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT
TXN10594,CUST1175,26695.66,UNKNOWN,3,LOYAL,45,MEDIUM,80,HIGH,STOP_AND_ESCALATE
TXN10595,CUST1218,4031.62,INSUFFICIENT_FUNDS,3,RETURNING,30,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10596,CUST1055,44649.08,TEMPORARY_BANK_ERROR,4,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10597,CUST1257,8221.05,NETWORK_ERROR,4,NEW,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10598,CUST1215,23175.17,INSUFFICIENT_FUNDS,3,LOYAL,60,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10599,CUST1127,1836.54,AUTHENTICATION_FAILURE,2,RETURNING,60,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10600,CUST1199,23351.06,AUTHENTICATION_FAILURE,2,RETURNING,60,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT
TXN10601,CUST1038,5593.7,TEMPORARY_BANK_ERROR,4,NEW,25,LOW,35,LOW,STOP_AND_ESCALATE
TXN10602,CUST1251,38304.82,CARD_EXPIRED,2,RETURNING,60,MEDIUM,75,HIGH,CUSTOMER_PROMPT
TXN10603,CUST1292,268.76,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10604,CUST1097,4340.95,NETWORK_ERROR,1,RETURNING,85,HIGH,50,MEDIUM,RETRY
TXN10605,CUST1127,28690.44,TEMPORARY_BANK_ERROR,4,LOYAL,75,HIGH,90,HIGH,STOP_AND_ESCALATE
TXN10606,CUST1146,999.71,UNKNOWN,4,LOYAL,35,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10607,CUST1096,35564.31,INSUFFICIENT_FUNDS,4,RETURNING,25,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10608,CUST1122,18920.39,TEMPORARY_BANK_ERROR,4,LOYAL,60,MEDIUM,70,HIGH,STOP_AND_ESCALATE
TXN10609,CUST1209,36007.49,INSUFFICIENT_FUNDS,3,RETURNING,20,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10610,CUST1163,314.63,NETWORK_ERROR,3,RETURNING,40,MEDIUM,35,LOW,STOP_AND_ESCALATE
TXN10611,CUST1229,1144.57,INSUFFICIENT_FUNDS,1,LOYAL,80,HIGH,60,MEDIUM,PAYMENT_LINK
TXN10612,CUST1012,23722.07,TEMPORARY_BANK_ERROR,3,RETURNING,55,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10613,CUST1263,5673.97,TEMPORARY_BANK_ERROR,3,RETURNING,50,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10614,CUST1030,23356.1,NETWORK_ERROR,4,RETURNING,60,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10615,CUST1036,6215.87,NETWORK_ERROR,4,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10616,CUST1248,6701.8,TEMPORARY_BANK_ERROR,1,NEW,75,HIGH,60,MEDIUM,RETRY
TXN10617,CUST1134,11064.33,AUTHENTICATION_FAILURE,3,RETURNING,20,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10618,CUST1152,4270.1,AUTHENTICATION_FAILURE,3,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE
TXN10619,CUST1292,8501.99,NETWORK_ERROR,3,RETURNING,55,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10620,CUST1258,1094.01,TEMPORARY_BANK_ERROR,1,RETURNING,65,MEDIUM,40,MEDIUM,RETRY
TXN10621,CUST1015,1481.0,TEMPORARY_BANK_ERROR,2,LOYAL,95,HIGH,70,HIGH,RETRY
TXN10622,CUST1074,45803.06,CARD_EXPIRED,2,RETURNING,60,MEDIUM,85,HIGH,CUSTOMER_PROMPT
TXN10623,CUST1175,24181.93,UNKNOWN,3,LOYAL,65,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10624,CUST1111,9254.98,NETWORK_ERROR,1,RETURNING,70,HIGH,55,MEDIUM,RETRY
TXN10625,CUST1180,4685.12,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,50,MEDIUM,RETRY
TXN10626,CUST1299,2694.18,INSUFFICIENT_FUNDS,2,RETURNING,55,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10627,CUST1100,1330.72,AUTHENTICATION_FAILURE,1,RETURNING,45,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10628,CUST1296,529.16,TEMPORARY_BANK_ERROR,3,LOYAL,70,HIGH,55,MEDIUM,STOP_AND_ESCALATE
TXN10629,CUST1031,1604.26,TEMPORARY_BANK_ERROR,1,RETURNING,90,HIGH,60,MEDIUM,RETRY
TXN10630,CUST1113,1892.35,TEMPORARY_BANK_ERROR,1,RETURNING,70,HIGH,45,MEDIUM,RETRY
TXN10631,CUST1207,1496.9,AUTHENTICATION_FAILURE,1,RETURNING,65,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10632,CUST1111,9837.45,AUTHENTICATION_FAILURE,2,NEW,25,LOW,35,LOW,MANUAL_REVIEW
TXN10633,CUST1068,3691.24,UNKNOWN,4,RETURNING,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10634,CUST1285,9713.86,INSUFFICIENT_FUNDS,3,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10635,CUST1245,365.55,UNKNOWN,3,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10636,CUST1255,2962.9,CARD_EXPIRED,2,NEW,25,LOW,25,LOW,MANUAL_REVIEW
